Country Code,Country Name,Indicator Name,Number of Records,Year,Number of Homicides per 10000
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,1992,
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,1992,
CAN,Canada,"Intentional homicides (per 100,000 people)",1,1992,
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,1992,
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,1992,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,1992,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,1992,
CHL,Chile,"Intentional homicides (per 100,000 people)",1,1992,
CHN,China,"Intentional homicides (per 100,000 people)",1,1992,
COL,Colombia,"Intentional homicides (per 100,000 people)",1,1992,
COM,Comoros,"Intentional homicides (per 100,000 people)",1,1992,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,1992,
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,1992,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,1992,
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,1992,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,1992,
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,1992,
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,1992,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,1992,
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,1992,
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,1992,
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,1992,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,1992,
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,1992,
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,1992,
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,1992,
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,1992,
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,1992,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,1992,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1992,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1992,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1992,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1992,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,1992,
FIN,Finland,"Intentional homicides (per 100,000 people)",1,1992,
FRA,France,"Intentional homicides (per 100,000 people)",1,1992,
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,1992,
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,1992,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,1992,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,1992,
DEU,Germany,"Intentional homicides (per 100,000 people)",1,1992,
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1992,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1992,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1992,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1992,
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,1992,
GUM,Guam,"Intentional homicides (per 100,000 people)",1,1992,
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,1992,
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,1992,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,1992,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,1992,
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,1992,
HND,Honduras,"Intentional homicides (per 100,000 people)",1,1992,
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,1992,
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,1992,
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,1992,
IND,India,"Intentional homicides (per 100,000 people)",1,1992,
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,1992,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,1992,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,1992,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,1992,
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,1992,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,1992,
ITA,Italy,"Intentional homicides (per 100,000 people)",1,1992,
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,1992,
JPN,Japan,"Intentional homicides (per 100,000 people)",1,1992,
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,1992,
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,1992,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,1992,
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,1992,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,1992,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,1992,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,1992,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,1992,
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,1992,
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,1992,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,1992,
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,1992,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,1992,
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,1992,
LBY,Libya,"Intentional homicides (per 100,000 people)",1,1992,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,1992,
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,1992,
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,1992,
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,1992,
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,1992,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,1992,
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,1992,
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,1992,
MLI,Mali,"Intentional homicides (per 100,000 people)",1,1992,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,1992,
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,1992,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,1992,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,1992,
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,1992,
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,1992,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,1992,
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,1992,
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,1992,
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,1992,
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,1992,
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,1992,
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,1992,
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,1992,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,1992,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,1992,
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,1992,
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,1992,
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,1992,
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,1992,
NER,Niger,"Intentional homicides (per 100,000 people)",1,1992,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,1992,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,1992,
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,1992,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,1992,
OMN,Oman,"Intentional homicides (per 100,000 people)",1,1992,
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,1992,
PLW,Palau,"Intentional homicides (per 100,000 people)",1,1992,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,1992,
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,1992,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,1992,
PER,Peru,"Intentional homicides (per 100,000 people)",1,1992,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,1992,
POL,Poland,"Intentional homicides (per 100,000 people)",1,1992,
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,1992,
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,1992,
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,1992,
ROU,Romania,"Intentional homicides (per 100,000 people)",1,1992,
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,1992,
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,1992,
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,1992,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,1992,
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,1992,
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,1992,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,1992,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,1992,
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,1992,
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,1992,
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,1992,
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,1992,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,1992,
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,1992,
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,1992,
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,1992,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,1992,
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,1992,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,1992,
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,1992,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,1992,
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,1992,
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,1992,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,1992,
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,1992,
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,1992,
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,1992,
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1992,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1992,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1992,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1992,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1992,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1992,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1992,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1992,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1992,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1992,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1992,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1992,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1992,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1992,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1992,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1992,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1992,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1992,
USA,United States,"Intentional homicides (per 100,000 people)",1,1992,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1992,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1992,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1992,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1992,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1992,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1992,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1992,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1992,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1992,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1992,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1993,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1993,
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,1993,
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,1993,
AND,Andorra,"Intentional homicides (per 100,000 people)",1,1993,
AGO,Angola,"Intentional homicides (per 100,000 people)",1,1993,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,1993,
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,1993,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,1993,
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,1993,
AUS,Australia,"Intentional homicides (per 100,000 people)",1,1993,
AUT,Austria,"Intentional homicides (per 100,000 people)",1,1993,
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,1993,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,1993,
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,1993,
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,1993,
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,1993,
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,1993,
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,1993,
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,1993,
BEN,Benin,"Intentional homicides (per 100,000 people)",1,1993,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,1993,
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,1993,
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,1993,
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,1993,
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,1993,
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,1993,
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,1993,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,1993,
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,1993,
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,1993,
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,1993,
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,1993,
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,1993,
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,1993,
CAN,Canada,"Intentional homicides (per 100,000 people)",1,1993,
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,1993,
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,1993,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,1993,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,1993,
CHL,Chile,"Intentional homicides (per 100,000 people)",1,1993,
CHN,China,"Intentional homicides (per 100,000 people)",1,1993,
COL,Colombia,"Intentional homicides (per 100,000 people)",1,1993,
COM,Comoros,"Intentional homicides (per 100,000 people)",1,1993,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,1993,
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,1993,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,1993,
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,1993,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,1993,
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,1993,
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,1993,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,1993,
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,1993,
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,1993,
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,1993,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,1993,
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,1993,
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,1993,
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,1993,
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,1993,
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,1993,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,1993,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1993,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1993,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1993,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1993,
